[INTERNAL_LOG][2018-06-12 06:19:01,776][INFO][analyze_start()] Init Time [Tue Jun 12 06:19:01 2018]
[INTERNAL_LOG][2018-06-12 06:19:02,021][INFO][is_hybird()] android.permission.WRITE_APP_BADGE
[INTERNAL_LOG][2018-06-12 06:19:02,021][INFO][is_hybird()] android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS
[INTERNAL_LOG][2018-06-12 06:19:02,021][INFO][is_hybird()] android.permission.READ_PHONE_STATE
[INTERNAL_LOG][2018-06-12 06:19:02,021][INFO][is_hybird()] android.permission.READ_EXTERNAL_STORAGE
[INTERNAL_LOG][2018-06-12 06:19:02,021][INFO][is_hybird()] com.tencent.mm.ext.permission.READ
[INTERNAL_LOG][2018-06-12 06:19:02,021][INFO][is_hybird()] com.tencent.mm.ext.permission.WRITE
[INTERNAL_LOG][2018-06-12 06:19:02,021][INFO][is_hybird()] android.permission.ACCESS_WIFI_STATE
[INTERNAL_LOG][2018-06-12 06:19:02,021][INFO][is_hybird()] com.tencent.mm.wear.message
[INTERNAL_LOG][2018-06-12 06:19:02,021][INFO][is_hybird()] android.permission.BODY_SENSORS
[INTERNAL_LOG][2018-06-12 06:19:02,021][INFO][is_hybird()] com.google.android.c2dm.permission.RECEIVE
[INTERNAL_LOG][2018-06-12 06:19:02,021][INFO][is_hybird()] android.permission.GET_ACCOUNTS
[INTERNAL_LOG][2018-06-12 06:19:02,021][INFO][is_hybird()] com.tencent.mm.permission.C2D_MESSAGE
[INTERNAL_LOG][2018-06-12 06:19:02,021][INFO][is_hybird()] com.android.vending.BILLING
[INTERNAL_LOG][2018-06-12 06:19:02,021][INFO][is_hybird()] android.permission.MANAGE_ACCOUNTS
[INTERNAL_LOG][2018-06-12 06:19:02,022][INFO][is_hybird()] android.permission.AUTHENTICATE_ACCOUNTS
[INTERNAL_LOG][2018-06-12 06:19:02,022][INFO][is_hybird()] android.permission.READ_SYNC_SETTINGS
[INTERNAL_LOG][2018-06-12 06:19:02,022][INFO][is_hybird()] android.permission.WRITE_SYNC_SETTINGS
[INTERNAL_LOG][2018-06-12 06:19:02,022][INFO][is_hybird()] android.permission.READ_PROFILE
[INTERNAL_LOG][2018-06-12 06:19:02,022][INFO][is_hybird()] android.permission.USE_FINGERPRINT
[INTERNAL_LOG][2018-06-12 06:19:02,022][INFO][is_hybird()] com.tencent.mm.matrix.strategynotify
[INTERNAL_LOG][2018-06-12 06:19:02,022][INFO][is_hybird()] [Permission End]

[INTERNAL_LOG][2018-06-12 06:19:02,022][INFO][analyze_start()] TYPE APK: [ANDROID NATIVE]

[INTERNAL_LOG][2018-06-12 06:19:02,022][INFO][find_string()] [START FILE ANALYZE]
[INTERNAL_LOG][2018-06-12 06:19:02,022][INFO][find_string()] File: assets/doc/default/mig_wifi_service_terms_chs.html
[INTERNAL_LOG][2018-06-12 06:19:02,024][INFO][find_string()] No iframe in assets/doc/default/mig_wifi_service_terms_chs.html
[INTERNAL_LOG][2018-06-12 06:19:02,024][INFO][find_string()] File: assets/doc/default/oauth_network_error.html
[INTERNAL_LOG][2018-06-12 06:19:02,025][INFO][find_string()] No iframe in assets/doc/default/oauth_network_error.html
[INTERNAL_LOG][2018-06-12 06:19:02,025][INFO][find_string()] File: assets/doc/default/wx_wifi_faq.html
[INTERNAL_LOG][2018-06-12 06:19:02,027][INFO][find_string()] No iframe in assets/doc/default/wx_wifi_faq.html
[INTERNAL_LOG][2018-06-12 06:19:02,027][INFO][find_string()] File: assets/doc/default/wx_wifi_service_terms_chs.html
[INTERNAL_LOG][2018-06-12 06:19:02,028][INFO][find_string()] No iframe in assets/doc/default/wx_wifi_service_terms_chs.html
[INTERNAL_LOG][2018-06-12 06:19:02,029][INFO][find_string()] File: assets/doc/en/mig_wifi_service_terms_en.html
[INTERNAL_LOG][2018-06-12 06:19:02,036][INFO][find_string()] No iframe in assets/doc/en/mig_wifi_service_terms_en.html
[INTERNAL_LOG][2018-06-12 06:19:02,057][INFO][find_string()] File: assets/doc/en/oauth_network_error.html
[INTERNAL_LOG][2018-06-12 06:19:02,083][INFO][find_string()] No iframe in assets/doc/en/oauth_network_error.html
[INTERNAL_LOG][2018-06-12 06:19:02,083][INFO][find_string()] File: assets/doc/en/wx_wifi_faq.html
[INTERNAL_LOG][2018-06-12 06:19:02,171][INFO][find_string()] No iframe in assets/doc/en/wx_wifi_faq.html
[INTERNAL_LOG][2018-06-12 06:19:02,171][INFO][find_string()] File: assets/doc/en/wx_wifi_service_terms_en.html
[INTERNAL_LOG][2018-06-12 06:19:02,174][INFO][find_string()] No iframe in assets/doc/en/wx_wifi_service_terms_en.html
[INTERNAL_LOG][2018-06-12 06:19:02,174][INFO][find_string()] File: assets/doc/zh-TW/oauth_network_error.html
[INTERNAL_LOG][2018-06-12 06:19:02,175][INFO][find_string()] No iframe in assets/doc/zh-TW/oauth_network_error.html
[INTERNAL_LOG][2018-06-12 06:19:02,175][INFO][find_string()] File: assets/map/app_get_version.html
[INTERNAL_LOG][2018-06-12 06:19:02,176][INFO][find_string()] No iframe in assets/map/app_get_version.html
[INTERNAL_LOG][2018-06-12 06:19:02,176][INFO][find_string()] File: assets/topstory/test.html
[INTERNAL_LOG][2018-06-12 06:19:02,177][INFO][find_string()] No iframe in assets/topstory/test.html
[INTERNAL_LOG][2018-06-12 06:19:02,177][INFO][find_string()] File: assets/wxa_library/WAGameVConsole.html
[INTERNAL_LOG][2018-06-12 06:19:02,179][INFO][find_string()] No iframe in assets/wxa_library/WAGameVConsole.html
[INTERNAL_LOG][2018-06-12 06:19:02,179][INFO][find_string()] File: assets/wxa_library/WAPageFrame.html
[INTERNAL_LOG][2018-06-12 06:19:02,179][INFO][find_string()] No iframe in assets/wxa_library/WAPageFrame.html
[INTERNAL_LOG][2018-06-12 06:19:02,179][INFO][find_string()] [END ANALYZE FILE]

[INTERNAL_LOG][2018-06-12 06:19:02,179][INFO][find_string()] [START FILE ANALYZE]
[INTERNAL_LOG][2018-06-12 06:19:02,179][INFO][find_string()] File: assets/bootstrap_j2v8.js
[INTERNAL_LOG][2018-06-12 06:19:02,180][INFO][find_string()] No iframe in assets/bootstrap_j2v8.js
[INTERNAL_LOG][2018-06-12 06:19:02,180][INFO][find_string()] File: assets/game_jsapi/jsbridge.js
[INTERNAL_LOG][2018-06-12 06:19:02,180][INFO][find_string()] No iframe in assets/game_jsapi/jsbridge.js
[INTERNAL_LOG][2018-06-12 06:19:02,180][INFO][find_string()] File: assets/jsapi/wxjs.js
[INTERNAL_LOG][2018-06-12 06:19:02,184][INFO][find_string()] No iframe in assets/jsapi/wxjs.js
[INTERNAL_LOG][2018-06-12 06:19:02,184][INFO][find_string()] File: assets/jsapi/wxjs_fallback.js
[INTERNAL_LOG][2018-06-12 06:19:02,187][INFO][find_string()] No iframe in assets/jsapi/wxjs_fallback.js
[INTERNAL_LOG][2018-06-12 06:19:02,187][INFO][find_string()] File: assets/mail/lib.js
[INTERNAL_LOG][2018-06-12 06:19:02,187][INFO][find_string()] No iframe in assets/mail/lib.js
[INTERNAL_LOG][2018-06-12 06:19:02,187][INFO][find_string()] File: assets/mail/readmail.js
[INTERNAL_LOG][2018-06-12 06:19:02,188][INFO][find_string()] No iframe in assets/mail/readmail.js
[INTERNAL_LOG][2018-06-12 06:19:02,188][INFO][find_string()] File: assets/wxa_library/NativeGlobal.js
[INTERNAL_LOG][2018-06-12 06:19:02,189][INFO][find_string()] No iframe in assets/wxa_library/NativeGlobal.js
[INTERNAL_LOG][2018-06-12 06:19:02,189][INFO][find_string()] File: assets/wxa_library/WAGame.js
[INTERNAL_LOG][2018-06-12 06:19:02,206][INFO][find_string()] No iframe in assets/wxa_library/WAGame.js
[INTERNAL_LOG][2018-06-12 06:19:02,206][INFO][find_string()] File: assets/wxa_library/WAGameSubContext.js
[INTERNAL_LOG][2018-06-12 06:19:02,214][INFO][find_string()] No iframe in assets/wxa_library/WAGameSubContext.js
[INTERNAL_LOG][2018-06-12 06:19:02,214][INFO][find_string()] File: assets/wxa_library/WAPerf.js
[INTERNAL_LOG][2018-06-12 06:19:02,215][INFO][find_string()] No iframe in assets/wxa_library/WAPerf.js
[INTERNAL_LOG][2018-06-12 06:19:02,215][INFO][find_string()] File: assets/wxa_library/WARemoteDebug.js
[INTERNAL_LOG][2018-06-12 06:19:02,216][INFO][find_string()] No iframe in assets/wxa_library/WARemoteDebug.js
[INTERNAL_LOG][2018-06-12 06:19:02,217][INFO][find_string()] File: assets/wxa_library/WAService.js
[INTERNAL_LOG][2018-06-12 06:19:26,468][INFO][find_string()] No iframe in assets/wxa_library/WAService.js
[INTERNAL_LOG][2018-06-12 06:19:26,468][INFO][find_string()] File: assets/wxa_library/WASourceMap.js
[INTERNAL_LOG][2018-06-12 06:19:26,471][INFO][find_string()] No iframe in assets/wxa_library/WASourceMap.js
[INTERNAL_LOG][2018-06-12 06:19:26,471][INFO][find_string()] File: assets/wxa_library/WAVConsole.js
[INTERNAL_LOG][2018-06-12 06:19:26,478][INFO][find_string()] No iframe in assets/wxa_library/WAVConsole.js
[INTERNAL_LOG][2018-06-12 06:19:26,478][INFO][find_string()] File: assets/wxa_library/WAWebview.js
[INTERNAL_LOG][2018-06-12 06:19:50,164][INFO][find_string()] No iframe in assets/wxa_library/WAWebview.js
[INTERNAL_LOG][2018-06-12 06:19:50,164][INFO][find_string()] File: assets/wxa_library/WAWidget.js
[INTERNAL_LOG][2018-06-12 06:19:50,171][INFO][find_string()] No iframe in assets/wxa_library/WAWidget.js
[INTERNAL_LOG][2018-06-12 06:19:50,171][INFO][find_string()] File: assets/wxa_library/WAWorker.js
[INTERNAL_LOG][2018-06-12 06:19:50,177][INFO][find_string()] No iframe in assets/wxa_library/WAWorker.js
[INTERNAL_LOG][2018-06-12 06:19:50,177][INFO][find_string()] File: assets/wxa_library/android.js
[INTERNAL_LOG][2018-06-12 06:19:50,178][INFO][find_string()] No iframe in assets/wxa_library/android.js
[INTERNAL_LOG][2018-06-12 06:19:50,178][INFO][find_string()] File: assets/wxa_library/bootstrap_j2v8_worker.js
[INTERNAL_LOG][2018-06-12 06:19:50,178][INFO][find_string()] No iframe in assets/wxa_library/bootstrap_j2v8_worker.js
[INTERNAL_LOG][2018-06-12 06:19:50,178][INFO][find_string()] [END ANALYZE FILE]

[INTERNAL_LOG][2018-06-12 06:21:40,782][INFO][find_url_in_apk()] [START URL LOADED INSIDE LOAD FUNCTION]
[INTERNAL_LOG][2018-06-12 06:21:40,788][INFO][find_url_in_apk()] http://debugx5.qq.com/?inspector=true
http://debugx5.qq.com/?inspector=false
https://weixin.qq.com/cgi-bin/newreadtemplate?t=gdpr/confirm&business=%s&lang=%s&cc=%s
http://weixin.qq.com/
http://weixin.qq.com/

[INTERNAL_LOG][2018-06-12 06:21:40,788][INFO][find_url_in_apk()] [END URL LOADED INSIDE LOAD FUNCTION]
[INTERNAL_LOG][2018-06-12 06:21:49,378][ERROR][download_page_loaded()] Failed download: http://weixin.qq.com/ for exception [Errno 21] Is a directory: 'temp_html_code/html_downloaded_WeChat by WeChat - com/'
[INTERNAL_LOG][2018-06-12 06:21:49,992][ERROR][download_page_loaded()] Failed download: http://weixin.qq.com/ for exception [Errno 21] Is a directory: 'temp_html_code/html_downloaded_WeChat by WeChat - com/'
[INTERNAL_LOG][2018-06-12 06:21:49,993][INFO][find_string()] [START REMOTE FILE ANALYZE]
[INTERNAL_LOG][2018-06-12 06:21:49,993][INFO][find_string()] Remote File in: temp_html_code/html_downloaded_WeChat by WeChat - com/?inspector=true
[INTERNAL_LOG][2018-06-12 06:21:49,993][INFO][find_string()] URL: http://debugx5.qq.com/?inspector=true
[INTERNAL_LOG][2018-06-12 06:21:49,997][INFO][find_string()] No iframe in temp_html_code/html_downloaded_WeChat by WeChat - com/?inspector=true
[INTERNAL_LOG][2018-06-12 06:21:49,997][INFO][find_string()] Remote File in: temp_html_code/html_downloaded_WeChat by WeChat - com/?inspector=false
[INTERNAL_LOG][2018-06-12 06:21:49,997][INFO][find_string()] URL: http://debugx5.qq.com/?inspector=false
[INTERNAL_LOG][2018-06-12 06:21:49,998][INFO][find_string()] No iframe in temp_html_code/html_downloaded_WeChat by WeChat - com/?inspector=false
[INTERNAL_LOG][2018-06-12 06:21:49,998][INFO][find_string()] Remote File in: temp_html_code/html_downloaded_WeChat by WeChat - com/confirm&business=%s&lang=%s&cc=%s
[INTERNAL_LOG][2018-06-12 06:21:49,998][INFO][find_string()] URL: https://weixin.qq.com/cgi-bin/newreadtemplate?t=gdpr/confirm&business=%s&lang=%s&cc=%s
[INTERNAL_LOG][2018-06-12 06:21:49,999][INFO][find_string()] No iframe in temp_html_code/html_downloaded_WeChat by WeChat - com/confirm&business=%s&lang=%s&cc=%s
[INTERNAL_LOG][2018-06-12 06:21:49,999][INFO][find_string()] [END ANALYZE FILE]

[INTERNAL_LOG][2018-06-12 06:21:49,999][INFO][find_url_in_apk()] [START ALL URL INSIDE APK]
[INTERNAL_LOG][2018-06-12 06:21:49,999][INFO][find_url_in_apk()] http://schemas.android.com/apk/res/android
http://schemas.android.com/apk/res/android
http://dldir1.qq.com/hudongzhibo/liteavsvrcfg/serverconfig_en.zip
http://graph.facebook.com/
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect
https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=28737416,3249768666&fm=58
http://t.qq.com/
http://t.qq.com/
http://t.qq.com/
http://t.qq.com/
https://www.google.com/m8/feeds/contacts/default/property-email?alt=
https://accounts.google.com/o/oauth2/token
https://accounts.google.com/o/oauth2/token
https://support.weixin.qq.com/cgi-bin/mmsupport-bin/readtemplate?lang=%s&t=w_unprotect&step=1&f=Android
https://support.weixin.qq.com/cgi-bin/mmsupport-bin/readtemplate?lang=%s&t=w_unprotect&step=1&f=Android
https://support.weixin.qq.com/deeplink/noaccess#wechat_redirect
https://support.weixin.qq.com/deeplink/noaccess#wechat_redirect
https://support.weixin.qq.com/deeplink/noaccess#wechat_redirect
https://support.weixin.qq.com/deeplink/noaccess#wechat_redirect
https://hkwallet.moneydata.hk/hybrid/www/weixin/f2f/zh_hk/faq.shtml
http://weixin.qq.com/?version=%d&uin=%s&nettype=%d&signal=%d
http://weixin.qq.com/?version=%d&uin=%s&nettype=%d&signal=%d
http://weixin.qq.com/?version=%d&uin=%s&nettype=%d&signal=%d
http://weixin.qq.com/?version=%d&uin=%s&nettype=%d&signal=%d
https://mp.weixin.qq.com/mp/infringement?url=%s#wechat_redirect
https://mp.weixin.qq.com/mp/infringement?url=%s#wechat_redirect
http://support.weixin.qq.com/cgi-bin/mmsupport-bin/readtemplate?t=page/android_exp__index
http://support.weixin.qq.com/cgi-bin/mmsupport-bin/readtemplate?t=page/android_exp__index
http://support.weixin.qq.com/cgi-bin/mmsupport-bin/readtemplate?t=page/android_exp__index
http://dldir1.qq.com/weixin/checkresupdate/0x2605136d.3144f5.0x26051334.bf52fb_1510754399.apk
http://dldir1.qq.com/weixin/checkresupdate/0x26051363.6cc887.0x26051087.a44d04_1510750804.apk
https://support.weixin.qq.com/cgi-bin/mmsupport-bin/readtemplate?t=weixin_phone/notice
http://maps.google.com/maps?f=d&saddr=%f,%f&daddr=%f,%f&hl=
http://maps.google.com/maps?f=d&saddr=%f,%f&daddr=%f,%f&hl=
http://weixin.qq.com/?version=%d&uin=%s&nettype=%d&signal=%d%s
http://weixin.qq.com/?version=%d&uin=%s&nettype=%d&signal=%d%s
http://weixin.qq.com/?version=%d&uin=%s&nettype=%d&signal=%d%s
http://mmsns.qpic.cn/mmsns/
http://www.baidu.com/
http://mmsns.qpic.cn/mmsns/pUBe8EmICSCsszwvTNz7XO46mx3SDurmV95hHIeQvib0AEVBGYU02Mg/150
http://mmsns.qpic.cn/mmsns/pUBe8EmICSCsszwvTNz7XO46mx3SDurmV95hHIeQvib0AEVBGYU02Mg/150
http://mmsns.qpic.cn/mmsns/pUBe8EmICSCsszwvTNz7XO46mx3SDurmV95hHIeQvib0AEVBGYU02Mg/150
http://shp.qpic.cn/qqvideo_ori/0/
http://shp.qpic.cn/qqvideo_ori/0/
http://shp.qpic.cn/qqvideo_ori/0/
http://shp.qpic.cn/qqvideo_ori/0/
https://kf.qq.com/touch/scene_product.html?scene_id=kf4
https://kf.qq.com/touch/scene_product.html?scene_id=kf3258
https://qqmail.weixin.qq.com/cgi-bin/getunreadmailcount?f=xml&appname=qqmail_weixin&charset=utf-8&clientip=0
http://xmlpull.org/v1/doc/features.html#indent-output
https://work.weixin.qq.com/wework_admin/commdownload?from=conv%s
http://support.weixin.qq.com/cgi-bin/mmsupport-bin/stackreport?version=
http://support.weixin.qq.com/cgi-bin/mmsupport-bin/stackreport?version=
http://apikey.map.qq.com/mkey/index.php/mkey/check?key=%s&output=json&ref=%s&pf=%s&imei=%s&pid=%s&os=%s&hm=%s&imsi=%s&mac=%s&nt=%s&suid=%s&ver=%s
https://rtt2.map.qq.com
https://rtt2a.map.qq.com
https://rtt2b.map.qq.com
https://rtt2c.map.qq.com
https://s0.map.gtimg.com/oversea
https://s1.map.gtimg.com/oversea
https://s2.map.gtimg.com/oversea
https://s3.map.gtimg.com/oversea
http://appicsh.qq.com/cgi-bin/appstage/yyb_get_userapp_info
http://masdk.3g.qq.com/
https://servicewechat.com/
https://servicewechat.com/
https://servicewechat.com/
http://mp.weixin.qq.com/
https://mp.weixin.qq.com/
https://servicewechat.com/preload/
http://mp.weixinbridge.com/
https://dldir1.qq.com/weixin/android/wxweb/updateConfig.xml
http://dldir1.qq.com/weixin/android/recovery-0x26032011.conf
https://support.weixin.qq.com/cgi-bin/mmsupport-bin/readtemplate?t=wechat_movement_faq/index
https://mp.weixin.qq.com/mp/infringement?from=8&username=%s&template_id=%s&template_msg_id=%s1#wechat_redirect
http://dldir1.qq.com/weixin/android/recovery-%s.conf
http://ue.indoorloc.map.qq.com/?wl
http://www.google-analytics.com
https://ssl.google-analytics.com
https://livepull.myqcloud.com/getpulladdr
https://open.weixin.qq.com/connect/sdk/qrconnect?appid=%s&noncestr=%s&timestamp=%s&scope=%s&signature=%s
http://www.linkedin.com/bind/plugin/
https://servicewechat.com/preload/js-engine
https://kf.qq.com/touch/scene_product.html?scene_id=kf7
https://kf.qq.com/touch/scene_product.html?scene_id=kf7
https://mp.weixin.qq.com/mp/infringement?username=%s&from=1#wechat_redirect
http://weixin.qq.com/r/
http://weixin.qq.com/r/
https://weixin.qq.com/cgi-bin/readtemplate?check=false&t=weixin_faq_verifyaccount&platform=android&lang=%s
http://p.weixin.qq.com?
https://support.weixin.qq.com/cgi-bin/mmsupport-bin/readtemplate?t=page/common_page__upgrade&btn_text=btn_text_0&text=text008
https://support.weixin.qq.com/cgi-bin/mmsupport-bin/readtemplate?t=page/common_page__upgrade&btn_text=btn_text_0&text=text008
https://support.weixin.qq.com/cgi-bin/mmsupport-bin/readtemplate?t=page/common_page__upgrade&btn_text=btn_text_0&text=text008
http://softroute.map.qq.com/downloadfile?cid=00008&referer=wx_client
http://softroute.map.qq.com/downloadfile?cid=00008&referer=wx_client
https://mp.weixin.qq.com/mp/wacomplain?action=show&appid=%s&pageid=%s&from=%d&&business_appid=%s#wechat_redirect
https://sec.video.qq.com/p/wxconf/getmfomat
http://pms.mb.qq.com/rsp204
http://soft.tbs.imtt.qq.com/17421/tbs_res_imtt_tbs_DebugPlugin_DebugPlugin.tbs
http://log.tbs.qq.com/ajax?c=pu&v=2&k=
http://log.tbs.qq.com/ajax?c=pu&tk=
http://wup.imtt.qq.com:8080
http://log.tbs.qq.com/ajax?c=dl&k=
http://cfg.imtt.qq.com/tbs?v=2&mk=
http://log.tbs.qq.com/ajax?c=ul&v=2&k=
http://mqqad.html5.qq.com/adjs
http://log.tbs.qq.com/ajax?c=ucfu&k=
http://sdksso.map.qq.com
http://sdksso.map.qq.com
https://p0.map.gtimg.com/sateTiles
https://p1.map.gtimg.com/sateTiles
https://p2.map.gtimg.com/sateTiles
https://p3.map.gtimg.com/sateTiles
https://m0.map.gtimg.com/hwap
https://m1.map.gtimg.com/hwap
https://m2.map.gtimg.com/hwap
https://m3.map.gtimg.com/hwap
http://apikey.map.qq.com/sdkapis/v1/getresource?
http://apikey.map.qq.com/sdkapis/v1/getresource?
https://dldir1.qq.com/weixin/android/wxweb/updateConfig_test.xml
http://debugx5.qq.com/?inspector=true
http://debugx5.qq.com/?inspector=false
https://help.wechat.com/cgi-bin/newreadtemplate?t=help_center/w_index&Channel=Client&lang=
https://support.weixin.qq.com/cgi-bin/readtemplate?t=page/common_page__upgrade&text=text000&btn_text=btn_text_0&title=title_0
https://support.weixin.qq.com/cgi-bin/readtemplate?t=page/common_page__upgrade&text=text000&btn_text=btn_text_0&title=title_0
https://support.weixin.qq.com/cgi-bin/readtemplate?t=page/common_page__upgrade&text=text000&btn_text=btn_text_0&title=title_0
https://support.weixin.qq.com/cgi-bin/readtemplate?t=page/common_page__upgrade&text=text000&btn_text=btn_text_0&title=title_0
https://support.weixin.qq.com/cgi-bin/readtemplate?t=page/common_page__upgrade&text=text000&btn_text=btn_text_0&title=title_0
https://ssl.gongyi.qq.com/yxj_health/index.html
https://kf.qq.com/touch/scene_product.html?scene_id=kf4568
https://weixin110.qq.com/security/readtemplate?t=weixin_report/w_type&scene=%d#wechat_redirect33
http://game.weixin.qq.com/cgi-bin/h5/static/gameloading/index.html
http://w.mail.qq.com/cgi-bin/report_mm?failuretype=1&devicetype=2&clientversion=%s&os=%s&username=%s&iport=%s&t=weixin_bulletin&f=xhtml&lang=%s
http://tafrtt.map.qq.com/index.wup
https://yun-hl.3g.qq.com/halleycloud
https://cc.map.qq.com/?get_c3
http://analytics.map.qq.com/?sf3
http://www.w3.org/ns/ttml#parameter
http://plus.google.com/
https://servicewechat.com/js-engine
https://servicewechat.com/%s/js-engine
https://mp.weixin.qq.com/bizmall/expressentry
